"id","name","abbreviation","if","if5","sci","casup","casbase","publisher","issn","eissn","official_url","rss_url"
"15148","Journal of Railway Engineering Society","J. Railw. Eng. Soc.",,,"0",,,,"1006-2106",,,
"15149","Mycosystema","Mycosystema",,,"0",,,,"1672-6472",,,
"15150","Natural Areas Journal","Nat. Areas J.","0.8","0.9","3","环境科学与生态学4区","环境科学与生态学4区",,"0885-8608",,,
"15151","Studies in the Education of Adults","Stud. Educ. Adults",,,"0",,,"Taylor & Francis","0266-0830","1478-9833","https://www.tandfonline.com/journals/rsia20","https://www.tandfonline.com/feed/rss/rsia20"
"15152","African Journal of Reproductive Health","Afr. J. Reprod. Health","1","1.2","0","医学4区",,,"2141-3606","1118-4841",,
"15153","Annals of Maxillofacial Surgery","Ann. Maxillofac. Surg.",,,"0",,,"Wolters Kluwer","2231-0746","2249-3816",,
"15154","British Journal of Visual Impairment","Br. J. Vis. Impair.","0.8","1.1","0","医学4区",,"SAGE","1744-5809","0264-6196",,
"15155","Cellular Polymers","Cell. Polym.","1.9","2","3","医学4区","工程技术4区","SAGE","1478-2421","0262-4893",,
"15156","Electrical Engineering and Electromechanics","Electr. Eng. Electromechanics","1.6","1","0","工程技术4区",,"National Technical University Kharkiv Polytechnic Institute""""","2309-3404","2074-272X",,
"15157","Gastroenterology Insights","Gastroenterol. Insights","0.7","1","0","医学4区",,"MDPI","2036-7422",,"https://www.mdpi.com/journal/gastroent","https://www.mdpi.com/rss/journal/gastroent"
"15158","Iranian Journal of Mathematical Chemistry","Iran. J. Math. Chem.","1.5","0.9","0","化学3区",,,"2008-9015","2228-6489",,
"15159","Journal of E-Learning and Knowledge Society","J. E-Learn. Knowl. Soc.","0.9","1","0","教育学4区",,,"1826-6223","1971-8829",,
"15160","Programme Grants for Applied Research","Programme Grants Appl. Res.",,,"0",,,,"2050-4322","2050-4330",,
"15161","Results in Nonlinear Analysis","Results Nonlinear Anal.",,,"0",,,,"2636-7556",,,
"15162","IEEE Haptics Symposium, HAPTICS","IEEE Haptics Symp. HAPTICS",,,"0",,,"IEEE","2324-7347","2324-7355",,
"15163","Proceedings - IEEE International Symposium on Defect and Fault Tolerance in VLSI and Nanotechnology Systems, DFT","Proc. - IEEE Int. Symp. Defect Fault Toler. VLSI Nanotechnol. Syst. DFT",,,"0",,,"IEEE","2576-1501","2765-933X",,
"15164","Bulletin of the Section of Logic","Bull. Sect. Log.","0.6",,"0",,,,"0138-0680",,,
"15165","Advances in Natural Sciences: Nanoscience and Nanotechnology","Adv. Nat. Sci.: Nanosci. Nanotechnol.","2.1","2.6","0","材料科学4区",,"IOP","2043-6262",,,
"15166","Arbitration International","Arbitr. Int.",,,"0",,,"Oxford","0957-0411","1875-8398",,
"15167","Cartographica","Cartographica","0.6","1.2","0","社会学4区",,,"0317-7173",,,
"15168","Drone Systems and Applications","Drone Syst. Appl.","2","2","0","地球科学4区",,,"2564-4939",,,
"15169","Hawaii Journal of Health and Social Welfare","Hawaii J. Health Soc. Welf.",,,"0",,,,"2641-5216","2641-5224",,
"15170","International Journal of Engineering, Transactions B: Applications","Int. J. Eng. Trans. B: Appl.",,,"0",,,,"1728-144X",,,
"15171","New Medit","New Medit","1.4","1.3","2","经济学4区","农林科学4区",,"1594-5685",,,
"15172","Pacific Affairs","Pac. Aff.","1.2","1.2","0","社会学4区",,"Taylor & Francis","0030-851X",,"https://www.tandfonline.com/journals/rpaf20","https://www.tandfonline.com/feed/rss/rpaf20"
"15173","Afrika Matematika","Afr. Mat.","0.7","0.8","0","数学4区",,"Springer Nature","1012-9405","2190-7668",,
"15174","Biomedical Engineering Communications","Biomed. Eng. Commun.",,,"0",,,,"2815-9063",,,
"15175","Biomolecular NMR Assignments","Biomol. NMR Assign.","0.6","0.6","4","生物学4区","生物4区","Springer Nature","1874-270X","1874-2718",,
"15176","Bulletin of the Korean Mathematical Society","Bull. Korean Math. Soc.","0.5","0.5","3","数学4区","数学4区",,"1015-8634",,,
"15177","Chemical and Pharmaceutical Bulletin","Chem. Pharm. Bull.","1.3","1.6","3","医学4区","医学4区",,"0009-2363","1347-5223",,
"15178","Dynamical Systems","Dyn. Syst.",,,"0",,,"Taylor & Francis","1468-9367",,"https://www.tandfonline.com/journals/cdss20","https://www.tandfonline.com/feed/rss/cdss20"
"15179","Geosystem Engineering","Geosystem Eng.","1.1","1.4","0","地球科学4区",,"Taylor & Francis","2166-3394","1226-9328","https://www.tandfonline.com/journals/tges20","https://www.tandfonline.com/feed/rss/tges20"
"15180","Indian Journal of Community Medicine","Indian J. Community Med.","0.9","1.3","0","医学4区",,"Wolters Kluwer","0970-0218","1998-3581",,
"15181","International Journal of Hybrid Intelligent Systems","Int. J. Hybrid Intell. Syst.",,,"0",,,"SAGE","1875-8819","1448-5869",,
"15182","International Journal of Sensor Networks","Int. J. Sens. Netw.","1.1","0.9","4","计算机科学4区","工程技术4区","Royal Society of Chemistry","1748-1287","1748-1279",,
"15183","Iraqi Geological Journal","Iraqi Geol. J.",,,"0",,,,"2414-6064",,,
"15184","Journal of Parasitic Diseases","J. Parasit. Dis.",,,"0",,,"Springer Nature","0971-7196","0975-0703",,
"15185","Journal of the European Optical Society-Rapid Publications","J. Eur. Opt. Soc.-Rapid Publ.","3.2","2.7","2","物理与天体物理4区","物理4区",,"1990-2573",,,
"15186","Materials Research Innovations","Mater. Res. Innov.",,,"0",,,"Maney","1433-075X","1432-8917",,
"15187","Viral Immunology","Viral Immunol.","1.2","1.4","4","医学4区","医学4区","SAGE","1557-8976","0882-8245",,
"15188","Proceedings of the International Joint Conference on Neural Networks","Proc. Int. Jt. Conf. Neural Netw.",,,"0",,,"IEEE","-",,,
"15189","Creativity Studies","Creat. Stud.",,,"0",,,"Taylor & Francis","2345-0487","2345-0479","https://www.tandfonline.com/journals/tlim22","https://www.tandfonline.com/feed/rss/tlim22"
"15190","Journal of Germanic Linguistics","J. Ger. Linguist.","0.7","0.9","0","文学2区",,"Cambridge","1475-3014","1470-5427",,
"15191","New Literary History","New Lit. Hist.","0.8","1.1","0","文学2区",,"Hopkins","0028-6087","1080-661X",,
"15192","Revista de Estudios Sociales","Rev. Estud. Soc.","1","1","0","社会学4区",,,"1900-5180","0123-885X",,
"15193","Revista Electronica Interuniversitaria de Formacion del Profesorado","Rev. Electron. Interuniv. Form. Profr.","1.1","1.4","0","教育学4区",,,"1575-0965",,,
"15194","Blumea: Journal of Plant Taxonomy and Plant Geography","Blumea: J. Plant Taxon. Plant Geogr.",,,"0",,,,"0006-5196",,,
"15195","Die Erde","Erde",,,"0",,,,"0013-9998",,,
"15196","Forschung im Ingenieurwesen/Engineering Research","Forsch. Ingenieurwes./Eng. Res.","1","1.1","3","工程技术4区","工程技术4区","Springer Nature","0015-7899","1434-0860",,
"15197","Historia, Ciencias, Saude - Manguinhos","Hist. Cienc. Saude - Manguinhos","0.3","0.4","0","哲学4区",,,"1678-4758","0104-5970",,
"15198","Journal of Orthodontic Science","J. Orthod. Sci.",,,"0",,,"Wolters Kluwer","2278-0203","2278-1897",,
"15199","Journal of Political Science Education","J. Polit. Sci. Educ.","0.6","0.9","0","社会学4区",,"Taylor & Francis","1551-2177","1551-2169","https://www.tandfonline.com/journals/upse20","https://www.tandfonline.com/feed/rss/upse20"
"15200","New Zealand Journal of Forestry Science","N. Z. J. For. Sci.","1.1","1.3","3","农林科学3区","农林科学4区",,"1179-5395","0048-0134",,
"15201","Novum Jus","Novum Jus","1.3","1","0","社会学4区",,,"1692-6013","2500-8692",,
"15202","Studies in Science of Science","Stud. Sci. Sci.",,,"0",,,,"1003-2053",,,
"15203","Asian Journal of Endoscopic Surgery","Asian J. Endosc. Surg.","0.9","0.9","0","医学4区",,,"1758-5902","1758-5910",,
"15204","Australasian Journal of Ultrasound in Medicine","Australas. J. Ultrasound Med.",,,"0",,,,"2205-0140","1836-6864",,
"15205","Basic and Clinical Neuroscience","Basic Clin. Neurosci.","1.1","1.3","0","医学4区",,,"2008-126X",,,
"15206","British Journal of Nursing","Br. J. Nurs.",,,"0",,,,"0966-0461","2052-2819",,
"15207","Egyptian Rheumatologist","Egypt. Rheumatol.","1","1","0","医学4区",,,"1110-1164","2090-2433",,
"15208","Fisheries Science","Fish. Sci.","1.4","1.8","3","农林科学4区","农林科学4区","Springer Nature","0919-9268","1444-2906",,
"15209","Health Physics","Health Phys.","1.4","1.7","3","医学4区","医学4区","Wolters Kluwer","1538-5159","0017-9078",,
"15210","IET Computer Vision","IET Comput. Vis.","1.3","1.4","4","计算机科学4区","工程技术4区","Wiley","1751-9640","1751-9640",,"https://onlinelibrary.wiley.com/feed/17519640/most-recent"
"15211","International Journal of Parallel Programming","Int. J. Parallel Program.","0.9","1","3","计算机科学4区","工程技术4区","Springer Nature","0885-7458",,,
"15212","Journal of Childhood, Education and Society","J. Child. Educ. Soc.",,,"0",,,,"2717-638X",,,
"15213","Journal of Insect Behavior","J. Insect Behav.","0.9","0.9","3","农林科学4区","农林科学4区","Springer Nature","0892-7553","1572-8889",,
"15214","Journal of Neurosciences in Rural Practice","J. Neurosci. Rural Pract.","0.9","1.3","0","医学4区",,,"0976-3147","0976-3155",,
"15215","Journal on Mathematics Education","J. Math. Educ.",,,"0",,,,"2407-0610","2087-8885",,
"15216","Proceedings of the Institution of Mechanical Engineers, Part N: Journal of Nanomaterials, Nanoengineering and Nanosystems","Proc. Inst. Mech. Eng. N: J. Nanomater. Nanoeng. Nanosyst.","5","4.1","0","材料科学4区",,"SAGE","2397-7922","2397-7914",,
"15217","Research in Economics","Res. Econ.","1.3","1.1","0","经济学4区",,"Elsevier","1090-9451","1090-9443",,"https://rss.sciencedirect.com/publication/science/10909443"
"15218","Revista Brasileira de Medicina do Trabalho","Rev. Bras. Med. Trab.",,,"0",,,,"1679-4435",,,
"15219","Revista Colombiana de Psiquiatria","Rev. Colomb. Psiquiatr.",,,"0",,,,"0034-7450",,,
"15220","Significance","Significance",,,"0",,,"Oxford","1740-9713","1740-9705",,
"15221","Transfusion Clinique et Biologique","Transfus. Clin. Biol.","1.2","1.2","4","医学4区","医学4区","Elsevier","1953-8022","1246-7820",,"https://rss.sciencedirect.com/publication/science/12467820"
"15222","Tribology - Materials, Surfaces and Interfaces","Tribol. - Mater. Surf. Interfaces","1.7","2","0","材料科学4区",,"SAGE","1751-584X","1751-5831",,
"15223","Xenobiotica","Xenobiotica","1.2","1.3","4","医学4区","医学4区","Informa Healthcare","0049-8254","1366-5928",,
"15224","Journal of Human Rights Practice","J. Hum. Rights Pract.","1","1.1","0","社会学3区",,"Oxford","1757-9619","1757-9627",,
"15225","Recerca","Recerca","0.4","0.7","0","哲学4区",,,"2254-4135","1130-6149",,
"15226","Adoption and Fostering","Adopt. Foster.","0.9","1.1","0","社会学4区",,"SAGE","1740-469X","0308-5759",,
"15227","Annals of Silvicultural Research","Ann. Silvic. Res.",,,"0",,,,"2284-354X",,,
"15228","Archivaria","Archivaria",,,"0",,,,"0318-6954",,,
"15229","China Journal of Social Work","China J. Soc. Work","1",,"0",,,"Taylor & Francis","1752-5098","1752-5101","https://www.tandfonline.com/journals/rcsw20","https://www.tandfonline.com/feed/rss/rcsw20"
"15230","Columbia Journal of Transnational Law","Columbia J. Transnatl. Law","1","1.2","0","社会学3区",,,"0010-1931",,,
"15231","Current Reviews in Clinical and Experimental Pharmacology","Curr. Rev. Clin. Exp. Pharmacol.","0.9","1","0","医学4区",,"Bentham Science","2772-4328","2772-4336",,
"15232","International Journal of Engineering, Transactions A: Basics","Int. J. Eng. Trans. A: Basics",,,"0",,,,"1728-1431",,,
"15233","International Journal of Intelligent Transportation Systems Research","Int. J. Intell. Transp. Syst. Res.","1.5","1.7","0","工程技术4区",,"Springer Nature","1348-8503","1868-8659",,
"15234","Journal of Advanced Pharmaceutical Technology and Research","J. Adv. Pharm. Technol. Res.",,,"0",,,"Wolters Kluwer","0976-2094","2231-4040",,
"15235","Journal of Spatial Science","J. Spat. Sci.","1.7","1.6","3","地球科学4区","地学4区","Taylor & Francis","1449-8596","1836-5655","https://www.tandfonline.com/journals/tjss20","https://www.tandfonline.com/feed/rss/tjss20"
"15236","Legal Pluralism and Critical Social Analysis","Leg. Plur. Crit. Soc. Anal.","0.4","0.6","0","社会学4区",,"Taylor & Francis","2770-6877","2770-6869","https://www.tandfonline.com/journals/rjlp21","https://www.tandfonline.com/feed/rss/rjlp21"
"15237","Turkish Journal of Botany","Turk. J. Bot.","1.5","1.5","3","生物学4区","生物4区",,"1300-008X","1303-6106",,
"15238","African Journal of Science, Technology, Innovation and Development","Afr. J. Sci. Technol. Innov. Dev.","1.2","1.4","0","综合性期刊4区",,"Taylor & Francis","2042-1338","2042-1346","https://www.tandfonline.com/journals/rajs20","https://www.tandfonline.com/feed/rss/rajs20"
"15239","American Journal of Mathematical and Management Sciences","Am. J. Math. Manag. Sci.",,,"0",,,"Taylor & Francis","0196-6324",,"https://www.tandfonline.com/journals/umms20","https://www.tandfonline.com/feed/rss/umms20"
"15240","Bautechnik","Bautechnik","0.5","0.4","4","工程技术4区","工程技术4区","Wiley","0932-8351","1437-0999",,"https://onlinelibrary.wiley.com/feed/14370999/most-recent"
"15241","Carbonates and Evaporites","Carbonates Evaporites","1.3","1.5","2","地球科学4区","地学4区",,"0891-2556","1878-5212",,
"15242","Central Nervous System Agents in Medicinal Chemistry","Cent. Nerv. Syst. Agents Med. Chem.",,,"0",,,"Bentham Science","1871-5249","1875-6166",,
"15243","Developments in Ophthalmology","Dev. Ophthalmol.",,,"0",,,"Karger","0250-3751","1662-2790",,
"15244","Frontiers in Gastroenterology","Front. Gastroenterol.",,,"0",,,"Frontiers","2813-1169",,,"https://www.frontiersin.org/journals/gastroenterology/rss"
"15245","Geofluids","Geofluids","1.2","1.4","2","地球科学4区","地学4区","Wiley","1468-8115","1468-8123",,
"15246","International Education Journal","Int. Educ. J.",,,"0",,,,"1443-1475",,,
"15247","International Journal of Networked and Distributed Computing","Int. J. Networked Distrib. Comput.","0.5","0.9","0","计算机科学4区",,"Springer Nature","2211-7938","2211-7946",,
"15248","JAMMI","JAMMI",,,"0",,,,"2371-0888",,,
"15249","Journal of Cardiovascular and Thoracic Research","J. Cardiovasc. Thorac. Res.","0.7","1.2","0","医学4区",,,"2008-6830","2008-5117",,
"15250","Limnetica","Limnetica","1.3","1.2","3","环境科学与生态学4区","环境科学与生态学4区",,"0213-8409",,,
"15251","Microbiology (Russian Federation)","Microbiol. (Russ. Fed.)","1.3","1.5","4","生物学4区","生物4区","Pleiades","1608-3237","0026-2617",,
"15252","Paiguan Jixie Gongcheng Xuebao/Journal of Drainage and Irrigation Machinery Engineering","Paiguan Jixie Gongcheng Xuebao/J. Drain. Irrig. Mach. Eng.",,,"0",,,,"1674-8530",,,
"15253","Survey Review","Surv. Rev.","1","1.1","4","地球科学4区","地学4区","Taylor & Francis","1752-2706","0039-6265","https://www.tandfonline.com/journals/ysre20","https://www.tandfonline.com/feed/rss/ysre20"
"15254","Texas Heart Institute Journal","Tex. Heart Inst. J.","0.9","1","4","医学4区","医学4区",,"0730-2347","1526-6702",,
"15255","Asian Philosophy","Asian Philos.","0.1","0.4","0","哲学3区",,"Taylor & Francis","0955-2367","1469-2961","https://www.tandfonline.com/journals/casp20","https://www.tandfonline.com/feed/rss/casp20"
"15256","Chungara","Chungara","0.4","0.6","0","社会学4区",,,"0716-1182",,,
"15257","Environmental History","Environ. Hist.","0.8","1","0","历史学3区",,"University of Chicago","1930-8892","1084-5453",,
"15258","Fennoscandia Archaeologica","Fennosc. Archaeol.",,,"0",,,,"0781-7126",,,
"15259","French Screen Studies","Fr. Screen Stud.","0.5","0.5","0","艺术学2区",,"Taylor & Francis","2643-8941","2643-895X","https://www.tandfonline.com/journals/rsfc21","https://www.tandfonline.com/feed/rss/rsfc21"
"15260","Adult Learning","Adult Learn.","1.3","1.6","0","教育学4区",,"SAGE","2162-4070","1045-1595",,
"15261","Annals of the Missouri Botanical Garden","Ann. Mo. Bot. Gard.","1.3","1.5","3","生物学3区","生物4区",,"0026-6493",,,
"15262","Arctoa","Arctoa",,,"0",,,,"0131-1379",,,
"15263","Herpetological Journal","Herpetol. J.","0.6","1.1","4","生物学4区","生物4区",,"0268-0130",,,
"15264","International Journal of Vegetable Science","Int. J. Veg. Sci.","1.1",,"0",,,"Taylor & Francis","1931-5279","1931-5260","https://www.tandfonline.com/journals/wijv20","https://www.tandfonline.com/feed/rss/wijv20"
"15265","Biologicals","Biologicals","1.5","1.5","4","生物学4区","生物4区","Elsevier","1095-8320","1045-1056",,"https://rss.sciencedirect.com/publication/science/10451056"
"15266","Community Dental Health","Community Dent. Health","1","1.2","4","医学4区","医学4区","SAGE","2515-1746","0265-539X",,
"15267","Critical Education","Crit. Educ.","1","1","0","教育学4区",,,"1920-4175",,,
"15268","Hacettepe Journal of Mathematics and Statistics","Hacet. J. Math. Stat.","0.9","0.8","2","数学4区","数学4区",,"2651-477X","1303-5010",,
"15269","Imagination, Cognition and Personality","Imagin. Cogn. Personal.",,,"0",,,"SAGE","1541-4477","0276-2366",,
"15270","International Perspectives in Psychology: Research, Practice, Consultation","Int. Perspect. Psychol.: Res. Pract. Consult.",,,"0",,,,"2157-3891","2157-3883",,
